Date,Adj Close,Close,High,Low,Open,Volume,stock_name,Returns,first_diff,cumilative_returns,20_day_sma,50_day_sma
1981-03-30,0.0850837,0.110491,0.111607,0.110491,0.110491,9900800,AAPL,0.0,0.0,-0.1391294,0.08512661457061768,0.09212242186069489
1981-03-31,0.084224276,0.109375,0.110491,0.109375,0.110491,15993600,AAPL,-0.010100901,-0.0008594245,-0.14782494,0.08482579253613949,0.09154660806059838
1981-04-01,0.08336494,0.108259,0.108817,0.108259,0.108817,34070400,AAPL,-0.010202944,-0.00085933506,-0.15651965,0.08452501073479653,0.09102235749363899
1981-04-02,0.09067041,0.117746,0.118304,0.117746,0.117746,31404800,AAPL,0.0876323,0.0073054656,-0.082603514,0.08461098670959473,0.09060124844312668
1981-04-03,0.0911001,0.118304,0.118862,0.118304,0.118304,16486400,AAPL,0.004739046,0.00042968988,-0.07825595,0.08476141691207886,0.09016295105218887
1981-04-06,0.08938058,0.116071,0.116629,0.116071,0.116629,22803200,AAPL,-0.018875062,-0.0017195195,-0.09565395,0.0851696204394102,0.08969885706901551
1981-04-07,0.088521175,0.114955,0.115513,0.114955,0.115513,10684800,AAPL,-0.009615064,-0.0008594021,-0.104349315,0.0857282530516386,0.0892519499361515
1981-04-08,0.09281885,0.120536,0.121652,0.120536,0.120536,21952000,AAPL,0.048549652,0.0042976737,-0.06086576,0.08665216043591499,0.08890818402171136
1981-04-09,0.09453759,0.122768,0.123326,0.122768,0.122768,12499200,AAPL,0.018517137,0.0017187446,-0.043475688,0.08751161396503448,0.0886675426363945
1981-04-10,0.09582667,0.124442,0.125,0.124442,0.124442,33465600,AAPL,0.013635635,0.0012890771,-0.03043288,0.08847849108278752,0.08853002771735191
1981-04-13,0.09582667,0.124442,0.125,0.124442,0.124442,16060800,AAPL,0.0,0.0,-0.03043288,0.0892949379980564,0.08850424692034721
1981-04-14,0.09582667,0.124442,0.125,0.124442,0.124442,6652800,AAPL,0.0,0.0,-0.03043288,0.0899180244654417,0.08859018415212631
1981-04-15,0.0911001,0.118304,0.118862,0.118304,0.118862,34048000,AAPL,-0.049324214,-0.004726574,-0.07825601,0.09004697054624558,0.08851284086704254
1981-04-16,0.085943066,0.111607,0.112165,0.111607,0.112165,23878400,AAPL,-0.05660838,-0.005157031,-0.13043445,0.08996103331446648,0.08826360642910004
1981-04-20,0.088521175,0.114955,0.115513,0.114955,0.114955,35347200,AAPL,0.029997826,0.0025781095,-0.104349375,0.08996103331446648,0.08806593418121338
1981-04-21,0.09453759,0.122768,0.123326,0.122768,0.122768,28537600,AAPL,0.067965865,0.0060164183,-0.043475688,0.09008993990719319,0.08797999650239945
1981-04-22,0.097975105,0.127232,0.12779,0.127232,0.127232,18995200,AAPL,0.036361337,0.0034375116,-0.008695185,0.09041220471262931,0.08806593522429466
1981-04-23,0.10055322,0.13058,0.131138,0.13058,0.13058,58016000,AAPL,0.02631402,0.002578117,0.017390013,0.09094935394823551,0.08820343628525734
1981-04-24,0.099693835,0.129464,0.13058,0.129464,0.13058,35056000,AAPL,-0.008546591,-0.0008593872,0.008694768,0.0915294710546732,0.08838390484452248
1981-04-27,0.09883448,0.128348,0.128906,0.128348,0.128906,38528000,AAPL,-0.008619964,-0.0008593574,-1.1920929e-07,0.09221700988709927,0.08856438964605332
1981-04-28,0.09711571,0.126116,0.126674,0.126116,0.126674,32188800,AAPL,-0.01739037,-0.001718767,-0.01739049,0.09281861037015915,0.08875346764922142
1981-04-29,0.09582667,0.124442,0.125,0.124442,0.125,13641600,AAPL,-0.013273239,-0.0012890399,-0.03043288,0.09339873008430004,0.08887379631400108
1981-04-30,0.09754539,0.126674,0.12779,0.126674,0.126674,12611200,AAPL,0.017935753,0.0017187223,-0.013042986,0.09410775266587734,0.08895114079117775
1981-05-01,0.09754539,0.126674,0.12779,0.126674,0.126674,16553600,AAPL,0.0,0.0,-0.013042986,0.09445150196552277,0.08914021879434586
1981-05-04,0.09711571,0.126116,0.126674,0.126116,0.126674,14448000,AAPL,-0.004404962,-0.00042968243,-0.01739049,0.09475228264927864,0.08941523417830467
1981-05-05,0.09668602,0.125558,0.126116,0.125558,0.126116,17539200,AAPL,-0.0044245124,-0.00042968988,-0.021738052,0.09511755481362343,0.08965587452054023
1981-05-06,0.0941079,0.12221,0.122768,0.12221,0.122768,18950400,AAPL,-0.026664853,-0.002578117,-0.04782325,0.09539689123630524,0.08990510880947113
1981-05-07,0.09539697,0.123884,0.124442,0.123884,0.123884,9363200,AAPL,0.013697743,0.0012890697,-0.034780562,0.09552579745650291,0.0900769992172718
1981-05-08,0.09625635,0.125,0.125558,0.125,0.125,7907200,AAPL,0.009008408,0.00085937977,-0.026085496,0.09561173543334008,0.09024029642343522
1981-05-11,0.0941079,0.12221,0.122768,0.12221,0.122768,11939200,AAPL,-0.022320092,-0.0021484494,-0.04782337,0.09552579708397388,0.09030045256018639
1981-05-12,0.0941079,0.12221,0.123884,0.12221,0.12221,4256000,AAPL,0.0,0.0,-0.04782337,0.0954398587346077,0.090352014452219
1981-05-13,0.09367817,0.121652,0.123326,0.121652,0.12221,4905600,AAPL,-0.004566431,-0.0004297346,-0.05217141,0.09533243365585804,0.09042076349258422
1981-05-14,0.092389174,0.119978,0.121094,0.119978,0.121094,4928000,AAPL,-0.013759851,-0.0012889951,-0.06521338,0.09539688751101494,0.09048093542456627
1981-05-15,0.09453759,0.122768,0.124442,0.122768,0.122768,4905600,AAPL,0.023254037,0.0021484196,-0.043475807,0.09582661390304566,0.09059266954660415
1981-05-18,0.09625635,0.125,0.126116,0.125,0.125,4166400,AAPL,0.018180728,0.0017187595,-0.026085496,0.09621337279677392,0.09075596675276756
1981-05-19,0.09453759,0.122768,0.123326,0.122768,0.123326,25424000,AAPL,-0.017856061,-0.0017187595,-0.043475747,0.09621337279677392,0.09102238848805427
1981-05-20,0.09754539,0.126674,0.12779,0.126674,0.126674,13283200,AAPL,0.031815886,0.0030077994,-0.013043106,0.09619188718497754,0.09142632588744164
1981-05-21,0.10313216,0.133929,0.134487,0.133929,0.133929,32211200,AAPL,0.057273507,0.0055867657,0.043483377,0.09632083401083946,0.09200215503573418
1981-05-22,0.10785869,0.140067,0.141183,0.140067,0.140067,31427200,AAPL,0.045829773,0.004726529,0.09130597,0.09672907665371895,0.0926123583316803
1981-05-26,0.10742903,0.139509,0.140067,0.139509,0.140067,85344000,AAPL,-0.003983557,-0.00042966008,0.08695865,0.09715880416333675,0.09323115631937981
1981-05-27,0.11344468,0.147321,0.147879,0.147321,0.147321,149497600,AAPL,0.055996537,0.006015651,0.14782453,0.09797525256872178,0.09391009524464607
1981-05-28,0.11344468,0.147321,0.147879,0.147321,0.147321,73987200,AAPL,0.0,0.0,0.14782453,0.09885615296661854,0.0945116899907589
1981-05-29,0.113874376,0.147879,0.148438,0.147879,0.147879,59382400,AAPL,0.003787756,0.00042969733,0.15217221,0.09967260211706161,0.09501875400543212
1981-06-01,0.113874376,0.147879,0.148438,0.147879,0.147879,51251200,AAPL,0.0,0.0,0.15217221,0.1004890512675047,0.09554300531744957
1981-06-02,0.108288355,0.140625,0.141183,0.140625,0.141183,40432000,AAPL,-0.049054265,-0.0055860206,0.095653296,0.10104768350720406,0.09593834891915322
1981-06-03,0.108288355,0.140625,0.141741,0.140625,0.140625,39446400,AAPL,0.0,0.0,0.095653296,0.1016278002411127,0.0962649267911911
1981-06-04,0.11043678,0.143415,0.143973,0.143415,0.143415,56067200,AAPL,0.019839883,0.002148427,0.11739087,0.10244424417614936,0.09664306625723838
1981-06-05,0.108718105,0.141183,0.141741,0.141183,0.141741,57680000,AAPL,-0.015562534,-0.0017186776,0.100001454,0.10311030074954033,0.0970212236046791
1981-06-08,0.10485085,0.136161,0.136719,0.136161,0.136719,93497600,AAPL,-0.035571396,-0.0038672537,0.060872912,0.10354002565145493,0.09735641077160835
1981-06-09,0.10699933,0.138951,0.139509,0.138951,0.138951,119593600,AAPL,0.020490766,0.0021484792,0.082610965,0.10418459698557854,0.09779472336173058
1981-06-10,0.108288355,0.140625,0.142299,0.140625,0.140625,25222400,AAPL,0.012047052,0.001289025,0.09565318,0.10489361956715584,0.09825881645083427
1981-06-11,0.113014966,0.146763,0.147321,0.146763,0.146763,38976000,AAPL,0.043648362,0.004726611,0.1434766,0.10586045943200588,0.09883463025093078
1981-06-12,0.11172586,0.145089,0.145647,0.145089,0.145647,25804800,AAPL,-0.011406541,-0.0012891069,0.13043344,0.10682729370892048,0.09940184861421585
1981-06-15,0.11129624,0.144531,0.145089,0.144531,0.145089,143763200,AAPL,-0.003845334,-0.00042962283,0.1260866,0.10766522586345673,0.09981436520814896
1981-06-16,0.10914777,0.141741,0.142299,0.141741,0.142299,37251200,AAPL,-0.019304037,-0.0021484643,0.10434854,0.1083097968250513,0.10017531871795654
1981-06-17,0.10742903,0.139509,0.140067,0.139509,0.140067,27574400,AAPL,-0.015746951,-0.0017187446,0.08695841,0.10895436853170395,0.10053628772497177
1981-06-18,0.10699933,0.138951,0.140067,0.138951,0.139509,23049600,AAPL,-0.0039998293,-0.00042969733,0.08261073,0.10942706540226936,0.10090585082769393
1981-06-19,0.10399152,0.135045,0.135603,0.135045,0.135603,27507200,AAPL,-0.028110504,-0.0030078068,0.052178025,0.10947003364562988,0.10112930431962014
1981-06-22,0.10012354,0.130022,0.13058,0.130022,0.13058,10841600,AAPL,-0.037195206,-0.0038679838,0.013042092,0.10908327624201775,0.1012410232424736
1981-06-23,0.10184231,0.132254,0.133371,0.132254,0.132254,15030400,AAPL,0.017166495,0.001718767,0.030432463,0.10880394019186497,0.10136133596301079
1981-06-24,0.09926416,0.128906,0.130022,0.128906,0.130022,23027200,AAPL,-0.025315106,-0.0025781468,0.0043469667,0.1080949142575264,0.10143008574843407
1981-06-25,0.101412624,0.131696,0.132254,0.131696,0.131696,24259200,AAPL,0.021643877,0.0021484643,0.0260849,0.10749331153929234,0.10154180482029915
1981-06-26,0.10012354,0.130022,0.131138,0.130022,0.131138,23788800,AAPL,-0.012711287,-0.0012890846,0.013042092,0.10680576972663403,0.10172227367758752
1981-06-29,0.09668602,0.125558,0.126674,0.125558,0.126674,10595200,AAPL,-0.034332752,-0.003437519,-0.02173841,0.1059463519603014,0.10193713277578353
1981-06-30,0.08938058,0.116071,0.116629,0.116071,0.116629,35907200,AAPL,-0.075558424,-0.0073054433,-0.09565431,0.10500096306204795,0.10195432081818581
1981-07-01,0.088521175,0.114955,0.115513,0.114955,0.115513,170464000,AAPL,-0.009615064,-0.0008594021,-0.10434967,0.10401260405778885,0.10183399245142936
1981-07-02,0.088521175,0.114955,0.115513,0.114955,0.114955,30284800,AAPL,0.0,0.0,-0.10434967,0.10291682370007038,0.10164491385221482
1981-07-06,0.08551337,0.111049,0.112165,0.111049,0.112165,16531200,AAPL,-0.033978403,-0.0030078068,-0.13478243,0.10175658687949181,0.10134411677718162
1981-07-07,0.08637274,0.112165,0.113281,0.112165,0.112165,15836800,AAPL,0.0100495815,0.0008593723,-0.12608737,0.10083268135786057,0.1010776948928833
1981-07-08,0.08981024,0.116629,0.117188,0.116629,0.116629,16620800,AAPL,0.03979838,0.0034374967,-0.091307044,0.09997322671115398,0.10089721009135247
1981-07-09,0.08293526,0.107701,0.108259,0.107701,0.108259,32883200,AAPL,-0.07655007,-0.0068749785,-0.16086757,0.09870557188987732,0.10061360105872154
1981-07-10,0.07648913,0.09933,0.099888,0.09933,0.099888,55171200,AAPL,-0.077724874,-0.0064461306,-0.22608906,0.0968792799860239,0.10022685021162032
1981-07-13,0.07820865,0.101563,0.102121,0.101563,0.101563,45740800,AAPL,0.022480607,0.0017195195,-0.20869106,0.09520341940224171,0.09984011530876159
1981-07-14,0.08164619,0.106027,0.107143,0.106027,0.106027,19779200,AAPL,0.04395342,0.0034375414,-0.17391032,0.09372091703116894,0.09952213123440742
1981-07-15,0.083794594,0.108817,0.109375,0.108817,0.108817,10953600,AAPL,0.026313543,0.0021484047,-0.15217298,0.09245325811207294,0.09925570890307427
1981-07-16,0.085943066,0.111607,0.112723,0.111607,0.111607,15232000,AAPL,0.025639772,0.0021484718,-0.13043487,0.09137896001338959,0.09904084980487823
1981-07-17,0.08895089,0.115513,0.116071,0.115513,0.115513,19824000,AAPL,0.03499782,0.0030078217,-0.10000199,0.09047653786838054,0.09893770948052406
1981-07-20,0.08293526,0.107701,0.108259,0.107701,0.108259,23654400,AAPL,-0.06762862,-0.0060156286,-0.16086763,0.08942372463643551,0.09868847519159317
1981-07-21,0.08250552,0.107143,0.107701,0.107143,0.107701,31942400,AAPL,-0.00518167,-0.00042974204,-0.16521573,0.08854282349348068,0.09841345846652985
1981-07-22,0.077778175,0.101004,0.102121,0.101004,0.102121,22668800,AAPL,-0.05729729,-0.0047273412,-0.21304661,0.08733961693942546,0.09808686390519142
1981-07-23,0.07992742,0.103795,0.104353,0.103795,0.103795,34451200,AAPL,0.027633071,0.0021492466,-0.19130069,0.08637278005480767,0.09780325427651405
1981-07-24,0.08250552,0.107143,0.107701,0.107143,0.107143,28851200,AAPL,0.03225541,0.0025780946,-0.16521579,0.0854274246841669,0.0975798012316227
1981-07-27,0.085943066,0.111607,0.112165,0.111607,0.111607,17337600,AAPL,0.04166448,0.0034375489,-0.13043493,0.08471840098500252,0.09745087906718254
1981-07-28,0.08293526,0.107701,0.108259,0.107701,0.108259,22848000,AAPL,-0.034997642,-0.0030078068,-0.16086763,0.0840308628976345,0.09721883237361909
1981-07-29,0.08164619,0.106027,0.106585,0.106027,0.106585,15500800,AAPL,-0.015543103,-0.0012890697,-0.17391038,0.08364414349198342,0.0969266290962696
1981-07-30,0.084654,0.109933,0.111049,0.109933,0.109933,9900800,AAPL,0.036839604,0.0030078143,-0.14347756,0.08345078490674496,0.09672895729541779
1981-07-31,0.085943066,0.111607,0.112165,0.111607,0.111607,10953600,AAPL,0.015227437,0.0012890622,-0.13043493,0.08332187943160534,0.09649691075086593
1981-08-03,0.0850837,0.110491,0.111607,0.110491,0.111607,12432000,AAPL,-0.009999216,-0.00085936487,-0.13912988,0.08330039605498314,0.0961359415948391
1981-08-04,0.08637274,0.112165,0.112723,0.112165,0.112165,31673600,AAPL,0.015150309,0.0012890399,-0.12608743,0.08330039605498314,0.09570622265338898
1981-08-05,0.08895089,0.115513,0.116071,0.115513,0.115513,17494400,AAPL,0.029849052,0.0025781468,-0.10000199,0.08325742855668068,0.09533665984869004
1981-08-06,0.08680245,0.112723,0.113281,0.112723,0.113281,10528000,AAPL,-0.024153054,-0.0021484345,-0.121739686,0.08345078825950622,0.09480381533503532
1981-08-07,0.08680245,0.112723,0.113281,0.112723,0.112723,9206400,AAPL,0.0,0.0,-0.121739686,0.08396645449101925,0.09427097082138061
1981-08-10,0.08680245,0.112723,0.112723,0.112723,0.112723,0,AAPL,0.0,0.0,-0.121739686,0.08439614474773408,0.09372953236103058
1981-08-11,0.084224276,0.109375,0.110491,0.109375,0.110491,71456000,AAPL,-0.02970165,-0.0025781766,-0.14782548,0.0845250491052866,0.09313653036952019
1981-08-12,0.08250552,0.107143,0.107701,0.107143,0.107701,26275200,AAPL,-0.020406961,-0.0017187595,-0.16521579,0.0844605952501297,0.09262087360024453
1981-08-13,0.07992742,0.103795,0.104353,0.103795,0.104353,27484800,AAPL,-0.031247556,-0.0025780946,-0.19130075,0.08415981307625771,0.09205365493893623
1981-08-14,0.07863837,0.102121,0.103237,0.102121,0.103237,24192000,AAPL,-0.016127825,-0.0012890548,-0.20434332,0.0836441870778799,0.09141768664121627
1981-08-17,0.07605944,0.098772,0.099888,0.098772,0.099888,18905600,AAPL,-0.032794774,-0.002578929,-0.23043668,0.08330039605498314,0.09076451331377029
1981-08-18,0.0743407,0.09654,0.097656,0.09654,0.097656,17001600,AAPL,-0.022597313,-0.0017187372,-0.24782676,0.0828921552747488,0.09015431031584739
1981-08-19,0.07348134,0.095424,0.09654,0.095424,0.09654,20675200,AAPL,-0.011559725,-0.0008593574,-0.25652164,0.08267731368541717,0.08948395058512687
1981-08-20,0.0743407,0.09654,0.097098,0.09654,0.09654,17113600,AAPL,0.011694908,0.0008593574,-0.24782676,0.0823979776352644,0.08880499750375748
1981-08-21,0.06918447,0.089844,0.09096,0.089844,0.09096,41910400,AAPL,-0.06935948,-0.005156234,-0.2999971,0.08173192515969277,0.08792838752269745
1981-08-24,0.06488679,0.084263,0.084821,0.084263,0.084821,23072000,AAPL,-0.062119067,-0.0042976737,-0.34348065,0.0806791115552187,0.08699160620570183
1981-08-25,0.066606335,0.086496,0.087054,0.086496,0.086496,40700800,AAPL,0.026500702,0.0017195418,-0.3260824,0.07986266538500786,0.08609780818223953
1981-08-26,0.065316476,0.084821,0.085379,0.084821,0.085379,33600000,AAPL,-0.01936543,-0.0012898594,-0.33913308,0.07904617972671986,0.08522118225693703
1981-08-27,0.065746136,0.085379,0.085938,0.085379,0.085379,25916800,AAPL,0.006578088,0.00042966008,-0.33478582,0.07810078635811805,0.08438752442598343
1981-08-28,0.06918447,0.089844,0.090402,0.089844,0.089844,38035200,AAPL,0.052297115,0.0034383312,-0.29999703,0.077262856438756,0.08363122716546059
1981-08-31,0.06918447,0.089844,0.090402,0.089844,0.089844,40947200,AAPL,0.0,0.0,-0.29999703,0.07646789476275444,0.08293508604168892
1981-09-01,0.07348134,0.095424,0.095982,0.095424,0.095424,37027200,AAPL,0.062107563,0.0042968765,-0.25652158,0.07582332491874695,0.08240224212408066
1981-09-02,0.07477038,0.097098,0.097656,0.097098,0.097098,19376000,AAPL,0.017542362,0.0012890399,-0.24347919,0.07511429972946644,0.08186080366373062
1981-09-03,0.07090322,0.092076,0.093192,0.092076,0.093192,37475200,AAPL,-0.05172056,-0.0038671643,-0.2826069,0.07431933805346488,0.08129358485341072
1981-09-04,0.07004381,0.09096,0.091518,0.09096,0.091518,15254400,AAPL,-0.012120903,-0.00085940957,-0.29130232,0.07348140589892864,0.08066620856523514
1981-09-08,0.06789539,0.08817,0.088728,0.08817,0.088728,25446400,AAPL,-0.03067249,-0.0021484196,-0.31303984,0.07253605276346206,0.0800216455757618
1981-09-09,0.06789539,0.08817,0.088728,0.08817,0.08817,30531200,AAPL,0.0,0.0,-0.31303984,0.07171960845589638,0.07944583296775817
1981-09-10,0.06832509,0.088728,0.089286,0.088728,0.088728,34809600,AAPL,0.006328821,0.00042969733,-0.30869222,0.07101058699190617,0.07902472317218781
1981-09-11,0.0674657,0.087612,0.08817,0.087612,0.08817,17539200,AAPL,-0.012577891,-0.0008593872,-0.3173874,0.0703875008970499,0.07860361367464065
1981-09-14,0.065316476,0.084821,0.085379,0.084821,0.085379,27686400,AAPL,-0.031856537,-0.0021492243,-0.33913308,0.0697214063256979,0.07813951969146729
1981-09-15,0.06359771,0.082589,0.083147,0.082589,0.083147,19510400,AAPL,-0.026314437,-0.001718767,-0.35652345,0.0690983198583126,0.07770120650529862
1981-09-16,0.062308654,0.080915,0.081473,0.080915,0.081473,19353600,AAPL,-0.020268857,-0.0012890548,-0.36956596,0.06849671751260758,0.0772199247777462
1981-09-17,0.06058991,0.078683,0.079241,0.078683,0.079241,19376000,AAPL,-0.027584374,-0.0017187446,-0.3869561,0.06785214580595493,0.07663551822304726
1981-09-18,0.061019592,0.079241,0.079799,0.079241,0.079241,26320000,AAPL,0.0070916414,0.00042968243,-0.3826086,0.06718609035015106,0.07619720488786698
1981-09-21,0.061449286,0.079799,0.080357,0.079799,0.079799,49033600,AAPL,0.007041931,0.0004296936,-0.37826097,0.06679933127015829,0.0758964080363512
1981-09-22,0.05801178,0.075335,0.075893,0.075335,0.075893,47420800,AAPL,-0.05594051,-0.0034375042,-0.41304135,0.06645558066666127,0.07549247071146965
1981-09-23,0.056722727,0.073661,0.074777,0.073661,0.074777,28201600,AAPL,-0.022220552,-0.0012890548,-0.42608392,0.06596140023320914,0.07499400146305561
1981-09-24,0.056293026,0.073103,0.073661,0.073103,0.073661,18300800,AAPL,-0.0075754523,-0.00042970106,-0.4304316,0.06551022771745921,0.07444397009909152
1981-09-25,0.048987553,0.063616,0.064732,0.063616,0.064732,34608000,AAPL,-0.12977582,-0.007305473,-0.5043478,0.06467229854315519,0.07370485983788967
1981-09-28,0.04941724,0.064174,0.064732,0.064174,0.064174,91728000,AAPL,0.0087713,0.00042968616,-0.5000003,0.06368393711745739,0.07291418686509132
1981-09-29,0.051995363,0.067522,0.06808,0.067522,0.067522,94684800,AAPL,0.052170515,0.0025781244,-0.47391504,0.06282448191195726,0.07229538895189762
1981-09-30,0.052425057,0.06808,0.068638,0.06808,0.06808,49996800,AAPL,0.008264065,0.0004296936,-0.46956742,0.06177166756242514,0.07169377975165844
1981-10-01,0.052425057,0.06808,0.068638,0.06808,0.06808,61129600,AAPL,0.0,0.0,-0.46956742,0.06065440122038126,0.07118671737611294
1981-10-02,0.056722727,0.073661,0.074219,0.073661,0.073661,45046400,AAPL,0.08197737,0.00429767,-0.42608392,0.059945376589894295,0.07072262346744537
1981-10-05,0.058441453,0.075893,0.077009,0.075893,0.075893,43097600,AAPL,0.030300498,0.001718726,-0.40869397,0.059365258738398555,0.07024134218692779
1981-10-06,0.05801178,0.075335,0.075893,0.075335,0.075893,28358400,AAPL,-0.0073521733,-0.00042967126,-0.41304135,0.05887107830494642,0.06968271650373936
1981-10-07,0.061449286,0.079799,0.080915,0.079799,0.079799,38841600,AAPL,0.059255242,0.0034375042,-0.37826097,0.05854877308011055,0.0692529970407486
1981-10-08,0.06359771,0.082589,0.083147,0.082589,0.082589,31091200,AAPL,0.034962535,0.0021484233,-0.3565234,0.058312404155731204,0.06889202743768692
1981-10-09,0.064027414,0.083147,0.084263,0.083147,0.083147,54521600,AAPL,0.0067566633,0.00042970479,-0.35217565,0.05814048983156681,0.0684794956445694
1981-10-12,0.066176645,0.085938,0.086496,0.085938,0.085938,27350400,AAPL,0.03356731,0.0021492317,-0.3304299,0.058183498308062555,0.06808416724205017
1981-10-13,0.066176645,0.085938,0.087054,0.085938,0.085938,44195200,AAPL,0.0,0.0,-0.3304299,0.05831244513392449,0.06770602613687515
1981-10-14,0.062308654,0.080915,0.081473,0.080915,0.081473,30979200,AAPL,-0.058449507,-0.0038679913,-0.36956596,0.05831244513392449,0.06722474440932275
1981-10-15,0.06359771,0.082589,0.083147,0.082589,0.082589,29433600,AAPL,0.020688176,0.0012890548,-0.35652345,0.058462835103273394,0.06671768084168433
1981-10-16,0.06273836,0.081473,0.082031,0.081473,0.082031,36467200,AAPL,-0.013512254,-0.00085934997,-0.36521828,0.05854877345263958,0.06623639896512032
1981-10-19,0.064027414,0.083147,0.083705,0.083147,0.083147,20585600,AAPL,0.020546556,0.0012890548,-0.3521757,0.05867767985910177,0.06578089818358421
1981-10-20,0.0674657,0.087612,0.08817,0.087612,0.087612,35728000,AAPL,0.05370021,0.0034382865,-0.3173874,0.05915037579834461,0.06539416313171387
1981-10-21,0.0674657,0.087612,0.08817,0.087612,0.087612,76899200,AAPL,0.0,0.0,-0.3173874,0.05968752447515726,0.06505899161100387
1981-10-22,0.06703599,0.087054,0.087612,0.087054,0.087612,32278400,AAPL,-0.0063693523,-0.00042971224,-0.3217352,0.06022467259317636,0.0647496010363102
1981-10-23,0.065316476,0.084821,0.085379,0.084821,0.085379,27910400,AAPL,-0.02565056,-0.001719512,-0.33913308,0.061041118763387206,0.06445738211274148
1981-10-26,0.065316476,0.084821,0.085379,0.084821,0.084821,27283200,AAPL,0.0,0.0,-0.33913308,0.06183608062565327,0.06419094428420066
1981-10-27,0.066606335,0.086496,0.087612,0.086496,0.086496,85590400,AAPL,0.019747853,0.0012898594,-0.3260824,0.06256662923842668,0.06400188222527504
1981-10-28,0.06875476,0.089286,0.089844,0.089286,0.089286,44172800,AAPL,0.03225565,0.002148427,-0.30434477,0.06338311452418566,0.06389016345143318
